mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,param_solver,param_l1_ratio,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.08518919944763184,0.006277378177039696,0.008254432678222656,0.004079889059575137,1000.0,l2,newton-cg,,"{'C': np.float64(1000.0), 'penalty': 'l2', 'solver': 'newton-cg'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.2734556198120117,0.04568791634927137,0.008970165252685547,0.004783256982854625,1000.0,l2,sag,,"{'C': np.float64(1000.0), 'penalty': 'l2', 'solver': 'sag'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.07496566772460937,0.00971582573408132,0.009504985809326173,0.0014923599164949806,10000.0,l2,lbfgs,,"{'C': np.float64(10000.0), 'penalty': 'l2', 'solver': 'lbfgs'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.10107421875,0.020355059678879166,0.006701803207397461,0.001649973302911955,10000.0,l2,newton-cg,,"{'C': np.float64(10000.0), 'penalty': 'l2', 'solver': 'newton-cg'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.3074530601501464,0.10051689594162357,0.008873748779296874,0.0023212011530538714,10000.0,l2,sag,,"{'C': np.float64(10000.0), 'penalty': 'l2', 'solver': 'sag'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.01854400634765625,0.004633606894637805,0.008891010284423828,0.0028865088499330244,0.0001,l1,liblinear,,"{'C': np.float64(0.0001), 'penalty': 'l1', 'solver': 'liblinear'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.04425668716430664,0.011697298271092473,0.009128808975219727,0.004619523978244373,0.0001,l2,liblinear,,"{'C': np.float64(0.0001), 'penalty': 'l2', 'solver': 'liblinear'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0439697265625,0.016796677995693177,0.011645650863647461,0.00918469330203671,0.001,l1,liblinear,,"{'C': np.float64(0.001), 'penalty': 'l1', 'solver': 'liblinear'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.05803170204162598,0.008915355388766201,0.010314226150512695,0.00662377390224602,0.001,l2,liblinear,,"{'C': np.float64(0.001), 'penalty': 'l2', 'solver': 'liblinear'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.054477596282958986,0.012065054506964717,0.018674278259277345,0.013397975026097483,0.01,l1,liblinear,,"{'C': np.float64(0.01), 'penalty': 'l1', 'solver': 'liblinear'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.07544856071472168,0.020081393608266204,0.00650944709777832,0.0010921349505539145,0.01,l2,liblinear,,"{'C': np.float64(0.01), 'penalty': 'l2', 'solver': 'liblinear'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.08506674766540527,0.008318681112156699,0.009972047805786134,0.00395320918243895,0.1,l1,liblinear,,"{'C': np.float64(0.1), 'penalty': 'l1', 'solver': 'liblinear'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.07900547981262207,0.011124625840608299,0.008404541015625,0.0009186698382219431,0.1,l2,liblinear,,"{'C': np.float64(0.1), 'penalty': 'l2', 'solver': 'liblinear'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.20500993728637695,0.022074745190288195,0.019000148773193358,0.00944289179825163,1.0,l1,liblinear,,"{'C': np.float64(1.0), 'penalty': 'l1', 'solver': 'liblinear'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.1123164176940918,0.01725847478171589,0.014401626586914063,0.006296401323589952,1.0,l2,liblinear,,"{'C': np.float64(1.0), 'penalty': 'l2', 'solver': 'liblinear'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.22906994819641113,0.02971285239627165,0.020702028274536134,0.01003681458244812,10.0,l1,liblinear,,"{'C': np.float64(10.0), 'penalty': 'l1', 'solver': 'liblinear'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.11810393333435058,0.01855442753381959,0.012446784973144531,0.004953760738071251,10.0,l2,liblinear,,"{'C': np.float64(10.0), 'penalty': 'l2', 'solver': 'liblinear'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.1996840476989746,0.014651487424265003,0.0072557926177978516,0.0005535384232264091,100.0,l1,liblinear,,"{'C': np.float64(100.0), 'penalty': 'l1', 'solver': 'liblinear'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0733072280883789,0.01821484670622233,0.00973806381225586,0.0021953324074882323,100.0,l2,liblinear,,"{'C': np.float64(100.0), 'penalty': 'l2', 'solver': 'liblinear'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.22307538986206055,0.035437919886369657,0.012382125854492188,0.009905394040164163,1000.0,l1,liblinear,,"{'C': np.float64(1000.0), 'penalty': 'l1', 'solver': 'liblinear'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.10299797058105468,0.010873863405972564,0.019130373001098634,0.00864971563343413,1000.0,l2,liblinear,,"{'C': np.float64(1000.0), 'penalty': 'l2', 'solver': 'liblinear'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.2407841205596924,0.016608891089178082,0.006676387786865234,0.0002715687628521157,10000.0,l1,liblinear,,"{'C': np.float64(10000.0), 'penalty': 'l1', 'solver': 'liblinear'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.09315028190612792,0.028526329273883152,0.012334346771240234,0.0039074206018505685,10000.0,l2,liblinear,,"{'C': np.float64(10000.0), 'penalty': 'l2', 'solver': 'liblinear'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.042611217498779295,0.013596711740393737,0.009848499298095703,0.0011013946715631438,0.0001,l1,saga,0.5,"{'C': np.float64(0.0001), 'l1_ratio': 0.5, 'penalty': 'l1', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.44153671264648436,0.10704064680318727,0.010631132125854491,0.00551551835761184,0.0001,l2,saga,0.5,"{'C': np.float64(0.0001), 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.033674001693725586,0.011756223212963816,0.009673595428466797,0.004242711597432287,0.0001,elasticnet,saga,0.5,"{'C': np.float64(0.0001), 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.08916501998901367,0.01713819236306711,0.009163761138916015,0.0021707447852240573,0.001,l1,saga,0.5,"{'C': np.float64(0.001), 'l1_ratio': 0.5, 'penalty': 'l1', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.956616735458374,0.2960608470876989,0.0077056884765625,0.0008023333637031761,0.001,l2,saga,0.5,"{'C': np.float64(0.001), 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.14967284202575684,0.05415201939697946,0.018491744995117188,0.00767413799331029,0.001,elasticnet,saga,0.5,"{'C': np.float64(0.001), 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
